"pro","class"
0.290273654389284,"No"
0.371327310396741,"No"
0.254343557298614,"No"
0.256763404722819,"No"
0.23782461287497,"No"
0.282174693318827,"No"
0.0364744275081184,"No"
0.254343557298614,"No"
0.851696883739279,"No"
0.491546311585918,"No"
0.254343557298614,"No"
0.525482843400771,"No"
0.42173993569889,"No"
